PWSID,ZIPCODE
CA4810007,94590
CA4810007,94591
CA4810008,95687
CA4810008,95688
CA4810009,95620
CA4810021,94503
CA4810021,94534
CA4810021,94558
CA4810021,94585
CA4810701,94535
CA4810800,95687
CA4900897,95448
CA4910002,95425
CA4910004,95446
CA4910005,95448
CA4910006,94954
CA4910007,95497
CA4910008,95436
CA4910009,95401
CA4910009,95403
CA4910009,95404
CA4910009,95405
CA4910009,95407
CA4910009,95409
CA4910011,95472
CA4910012,95476
CA4910013,95433
CA4910013,95442
CA4910013,95476
CA4910014,94928
CA4910016,94931
CA4910017,95492
CA4910023,95403
CA4910024,95441
CA4910027,94928
CA5000372,95358
CA5000592,95361
CA5010005,95368
CA5010006,95386
CA5010008,95326
CA5010009,95328
CA5010010,95350
CA5010010,95351
CA5010010,95354
CA5010010,95355
CA5010010,95356
CA5010010,95357
CA5010010,95358
CA5010013,95360
CA5010014,95361
CA5010017,95363
CA5010018,95367
CA5010019,95380
CA5010019,95382
CA5010021,95316
CA5010028,95307
CA5110001,95953
CA5110002,95991
CA5110002,95993
CA5210001,96021
CA5210004,96080
CA5310001,96024
CA5310001,96093
CA5402038,93291
CA5410001,93615
CA5410002,93618
CA5410003,93221
CA5410004,93223
CA5410006,93247
CA5410008,93647
CA5410010,93257
CA5410014,93272
CA5410015,93274
CA5410016,93257
CA5410016,93274
CA5410016,93277
CA5410016,93291
CA5410016,93292
CA5410019,93235
CA5410020,93286
CA5410021,93219
CA5410038,93270
CA5500363,95370
CA5510001,95327
CA5510001,95370
CA5510009,95305
CA5510012,95370
CA5510012,95372
CA5510012,95379
CA5510012,95383
CA5510013,95310
CA5510013,95370
CA5610002,93015
CA5610005,93023
CA5610007,93030
CA5610007,93033
CA5610007,93035
CA5610007,93036
CA5610008,93010
CA5610009,93041
CA5610011,93060
CA5610011,93061
CA5610014,93023
CA5610014,93024
CA5610016,91301
CA5610016,91361
CA5610016,91362
CA5610016,91377
CA5610017,93001
CA5610017,93002
CA5610017,93003
CA5610017,93004
CA5610017,93005
CA5610017,93006
CA5610017,93007
CA5610018,93020
CA5610018,93021
CA5610019,93010
CA5610019,93012
CA5610020,91320
CA5610020,91360
CA5610020,91361
CA5610020,91362
CA5610022,93001
CA5610022,93022
CA5610022,93023
CA5610023,93063
CA5610023,93065
CA5610024,93001
CA5610024,93003
CA5610024,93022
CA5610024,93023
CA5610024,93024
CA5610039,93035
CA5610040,91360
CA5610040,91361
CA5610040,92320
CA5610043,91377
CA5610059,93063
CA5610059,93065
CA5610063,93012
CA5710001,95616
CA5710001,95618
CA5710003,95605
CA5710005,95694
CA5710006,95695
CA5710006,95776
CA5710009,95616
CA5800809,95962
CA5805001,95961
CA5810001,95901
CA5810002,95901
CA5810002,95961
CA5810003,95961
CA5810004,95692
CA5810700,95903
CO0101025,80601
CO0101025,80602
CO0101025,80640
CO0101055,80260
CO0101115,80233
CO0101115,80234
CO0101115,80241
CO0101115,80260
CO0101140,80022
CO0101140,80024
CO0101140,80037
CO0101140,80603
CO0101140,80640
CO0101150,80023
CO0101150,80221
CO0101150,80229
CO0101150,80233
CO0101150,80241
CO0101150,80260
CO0101150,80602
CO0101157,80602
CO0101157,80603
CO0101170,80003
CO0101170,80005
CO0101170,80020
CO0101170,80021
CO0101170,80023
CO0101170,80030
CO0101170,80031
CO0101170,80035
CO0101170,80036
CO0101170,80234
CO0102100,81101
CO0103005,80010
CO0103005,80011
CO0103005,80012
CO0103005,80013
CO0103005,80014
CO0103005,80015
CO0103005,80016
CO0103005,80017
CO0103005,80018
CO0103005,80019
CO0103005,80045
CO0103005,80102
CO0103005,80137
CO0103035,80015
CO0103045,80110
CO0103045,80113
CO0103045,80120
CO0104300,81147
CO0104533,81147
CO0107152,80301
CO0107152,80302
CO0107152,80303
CO0107152,80304
CO0107152,80305
CO0107155,80020
CO0107155,80021
CO0107155,80023
CO0107155,80026
CO0107155,80027
CO0107155,80234
CO0107155,80516
CO0107471,80026
CO0107471,80301
CO0107471,80501
CO0107471,80503
CO0107471,80504
CO0107471,80516
CO0107473,80026
CO0107473,80027
CO0107473,80303
CO0107485,80501
CO0107485,80503
CO0107485,80504
CO0107487,80027
CO0107725,80027
CO0108300,81211
CO0108700,81201
CO0110020,80452
CO0111100,81120
CO0115189,81415
CO0115189,81419
CO0115205,81416
CO0116001,80002
CO0116001,80003
CO0116001,80004
CO0116001,80005
CO0116001,80007
CO0116001,80010
CO0116001,80011
CO0116001,80012
CO0116001,80014
CO0116001,80019
CO0116001,80021
CO0116001,80022
CO0116001,80030
CO0116001,80031
CO0116001,80033
CO0116001,80110
CO0116001,80111
CO0116001,80112
CO0116001,80113
CO0116001,80120
CO0116001,80121
CO0116001,80122
CO0116001,80123
CO0116001,80124
CO0116001,80125
CO0116001,80126
CO0116001,80127
CO0116001,80128
CO0116001,80129
CO0116001,80130
CO0116001,80134
CO0116001,80137
CO0116001,80202
CO0116001,80203
CO0116001,80204
CO0116001,80205
CO0116001,80206
CO0116001,80207
CO0116001,80209
CO0116001,80210
CO0116001,80211
CO0116001,80212
CO0116001,80214
CO0116001,80215
CO0116001,80216
CO0116001,80218
CO0116001,80219
CO0116001,80220
CO0116001,80221
CO0116001,80222
CO0116001,80223
CO0116001,80224
CO0116001,80225
CO0116001,80226
CO0116001,80227
CO0116001,80228
CO0116001,80229
CO0116001,80230
CO0116001,80231
CO0116001,80232
CO0116001,80235
CO0116001,80236
CO0116001,80237
CO0116001,80238
CO0116001,80239
CO0116001,80246
CO0116001,80247
CO0116001,80249
CO0116001,80264
CO0116001,80265
CO0116001,80293
CO0116001,80294
CO0116001,80401
CO0116001,80403
CO0116001,80465
CO0116001,80642
CO0116104,80014
CO0118005,80108
CO0118006,80108
CO0118010,80104
CO0118010,80108
CO0118010,80109
CO0118015,80126
CO0118015,80129
CO0118015,80130
CO0118016,80124
CO0118016,80125
CO0118016,80126
CO0118016,80129
CO0118016,80130
CO0118020,80134
CO0118020,80138
CO0118025,80134
CO0118040,80108
CO0118040,80112
CO0118040,80124
CO0118040,80134
CO0118040,80138
CO0118045,80118
CO0118055,80125
CO0118076,80314
CO0119233,81631
CO0119329,81637
CO0119508,81621
CO0119508,81623
CO0119720,81637
CO0119802,81620
CO0119802,81632
CO0119802,81657
CO0121125,80915
CO0121125,80922
CO0121125,80928
CO0121125,80939
CO0121125,80951
CO0121140,80925
CO0121150,80809
CO0121150,80829
CO0121150,80831
CO0121150,80903
CO0121150,80904
CO0121150,80905
CO0121150,80906
CO0121150,80907
CO0121150,80908
CO0121150,80909
CO0121150,80910
CO0121150,80911
CO0121150,80914
CO0121150,80915
CO0121150,80916
CO0121150,80917
CO0121150,80918
CO0121150,80919
CO0121150,80920
CO0121150,80921
CO0121150,80922
CO0121150,80923
CO0121150,80924
CO0121150,80925
CO0121150,80926
CO0121150,80927
CO0121150,80929
CO0121150,80938
CO0121150,80951
CO0121175,80921
CO0121275,80817
CO0121275,80911
CO0121450,80829
CO0121455,80831
CO0121475,80132
CO0121775,80817
CO0121775,80911
CO0121800,80906
CO0121840,80132
CO0121845,80840
CO0121900,80817
CO0121900,80911
CO0121900,80925
CO0121930,80831
CO0121950,80132
CO0122100,81212
CO0122500,81221
CO0122500,81226
CO0122500,81244
CO0122600,81212
CO0123133,81635
CO0123133,81636
CO0123167,81623
CO0123314,81601
CO0123314,81602
CO0123538,81647
CO0123676,81650
CO0124147,80422
CO0124147,80452
CO0124171,80427
CO0125323,80482
CO0125843,80482
CO0125916,80446
CO0126325,81230
CO0130001,80002
CO0130001,80003
CO0130001,80004
CO0130001,80005
CO0130001,80007
CO0130001,80030
CO0130001,80033
CO0130001,80403
CO0130020,80215
CO0130020,80228
CO0130020,80401
CO0130030,80401
CO0130030,80437
CO0130030,80439
CO0130030,80457
CO0130035,80401
CO0130040,80401
CO0130040,80402
CO0130040,80403
CO0130040,80419
CO0130085,80465
CO0130105,80002
CO0130105,80004
CO0130105,80403
CO0130145,80033
CO0130145,80214
CO0130145,80215
CO0130145,80226
CO0130145,80401
CO0130319,80401
CO0132005,80807
CO0133700,80461
CO0134150,81301
CO0134150,81303
CO0135138,80510
CO0135138,80513
CO0135138,80534
CO0135233,80524
CO0135257,80517
CO0135290,80512
CO0135290,80524
CO0135290,80535
CO0135291,80521
CO0135291,80524
CO0135291,80525
CO0135291,80526
CO0135291,80528
CO0135292,80521
CO0135292,80525
CO0135292,80526
CO0135292,80528
CO0135292,80538
CO0135292,80547
CO0135292,80550
CO0135477,80503
CO0135477,80504
CO0135477,80513
CO0135477,80534
CO0135477,80537
CO0135477,80538
CO0135477,80542
CO0135477,80543
CO0135477,80550
CO0135477,80651
CO0135485,80537
CO0135485,80538
CO0135554,80612
CO0135838,80549
CO0135883,80517
CO0136800,81082
CO0136800,81091
CO0137015,80828
CO0138045,80751
CO0139180,81503
CO0139180,81504
CO0139180,81505
CO0139180,81506
CO0139180,81520
CO0139180,81521
CO0139180,81526
CO0139180,81527
CO0139321,81501
CO0139321,81503
CO0139321,81505
CO0139321,81506
CO0139791,81503
CO0139791,81504
CO0139791,81505
CO0139791,81506
CO0139791,81507
CO0139791,81521
CO0139791,81524
CO0139791,81525
CO0139791,81526
CO0140500,81130
CO0141188,81625
CO0141188,81626
CO0142200,81321
CO0142400,81323
CO0142900,81320
CO0142900,81321
CO0142900,81323
CO0142900,81324
CO0142900,81327
CO0142900,81328
CO0142900,81335
CO0143176,81401
CO0143176,81403
CO0143506,81401
CO0143515,81403
CO0143518,81401
CO0143518,81403
CO0143755,81401
CO0143755,81403
CO0143755,81416
CO0143755,81425
CO0143755,81427
CO0143755,81432
CO0144001,80723
CO0144005,80701
CO0144020,80649
CO0144020,80653
CO0144020,80654
CO0144020,80701
CO0144020,80705
CO0144020,80723
CO0144020,80733
CO0144020,80742
CO0144020,80750
CO0145420,81050
CO0145540,81067
CO0145600,81067
CO0145630,81067
CO0149122,81611
CO0149717,81615
CO0150700,81052
CO0151500,81001
CO0151500,81003
CO0151500,81004
CO0151500,81006
CO0151500,81007
CO0151500,81008
CO0151650,81007
CO0151750,81006
CO0151750,81022
CO0153600,81144
CO0154333,81639
CO0154524,80487
CO0154725,80487
CO0157400,81435
CO0157800,81435
CO0159020,80424
CO0159030,80443
CO0159055,80443
CO0159095,80497
CO0159095,80498
CO0159105,80435
CO0160900,80863
CO0162122,80504
CO0162122,80514
CO0162122,80516
CO0162122,80534
CO0162122,80543
CO0162122,80603
CO0162122,80621
CO0162122,80631
CO0162122,80642
CO0162122,80644
CO0162122,80645
CO0162122,80651
CO0162200,80514
CO0162233,80615
CO0162255,80516
CO0162260,80620
CO0162288,80504
CO0162288,80514
CO0162288,80530
CO0162288,80621
CO0162291,80261
CO0162321,80512
CO0162321,80521
CO0162321,80524
CO0162321,80525
CO0162321,80528
CO0162321,80534
CO0162321,80535
CO0162321,80543
CO0162321,80547
CO0162321,80550
CO0162321,80620
CO0162321,80631
CO0162321,80634
CO0162359,80642
CO0162418,80534
CO0162476,80504
CO0162476,80520
CO0162486,80603
CO0162511,80543
CO0162553,80546
CO0162553,80550
CO0162553,80610
CO0162553,80615
CO0162553,80622
CO0162553,80624
CO0162553,80631
CO0162553,80646
CO0162553,80648
CO0162553,80650
CO0162707,80546
CO0162843,80550
CO0163020,80759
CO0203002,80015
CO0203002,80016
CO0203002,80111
CO0203002,80112
CO0203012,80112
CO0207466,80466
CO0218015,80112
CO0218015,80134
CO0218099,80116
CO0219800,81657
CO0221445,80913
CO0221690,80831
CO0235181,80526
CO0235182,80523
CO0235184,80523
CT0040011,06001
CT0040011,06032
CT0040011,06070
CT0040011,06089
CT0050062,06063
CT0070011,06037
CT0070021,06037
CT0090011,06801
CT0150011,06468
CT0150011,06484
CT0150011,06604
CT0150011,06605
CT0150011,06606
CT0150011,06607
CT0150011,06608
CT0150011,06610
CT0150011,06611
CT0150011,06612
CT0150011,06614
CT0150011,06615
CT0150011,06824
CT0150011,06825
CT0150011,06880
CT0150011,06883
CT0150011,06890
CT0150011,06897
CT0170011,06010
CT0230011,06001
CT0230011,06013
CT0230011,06019
CT0261031,06409
CT0261031,06412
CT0261031,06417
CT0261031,06426
CT0261031,06442
CT0280011,06415
CT0320091,06238
CT0330011,06416
CT0340011,06810
CT0340011,06811
CT0350011,06820
CT0450011,06333
CT0450011,06357
CT0473011,06016
CT0473011,06029
CT0473011,06042
CT0473011,06066
CT0473011,06071
CT0473011,06074
CT0473011,06078
CT0473011,06082
CT0473011,06084
CT0473011,06088
CT0473011,06093
CT0473011,06096
CT0473011,06268
CT0473011,06269
CT0490021,06016
CT0490021,06071
CT0490021,06082
CT0520011,06001
CT0520011,06010
CT0520011,06032
CT0520011,06053
CT0520011,06062
CT0520011,06085
CT0570011,06807
CT0570011,06830
CT0570011,06831
CT0570011,06870
CT0570011,06878
CT0570062,06831
CT0580011,06351
CT0590011,06340
CT0608011,06413
CT0608011,06437
CT0608011,06443
CT0608011,06475
CT0608011,06498
CT0640011,06002
CT0640011,06026
CT0640011,06032
CT0640011,06033
CT0640011,06040
CT0640011,06067
CT0640011,06073
CT0640011,06074
CT0640011,06095
CT0640011,06103
CT0640011,06105
CT0640011,06106
CT0640011,06107
CT0640011,06108
CT0640011,06109
CT0640011,06110
CT0640011,06111
CT0640011,06112
CT0640011,06114
CT0640011,06117
CT0640011,06118
CT0640011,06119
CT0640011,06120
CT0640011,06160
CT0640011,06480
CT0690011,06234
CT0690011,06239
CT0690011,06241
CT0690011,06263
CT0740011,06750
CT0740011,06759
CT0740011,06778
CT0740011,06787
CT0770021,06033
CT0770021,06040
CT0770021,06042
CT0770021,06066
CT0770021,06074
CT0780021,06269
CT0800011,06037
CT0800011,06410
CT0800011,06450
CT0800011,06451
CT0800011,06455
CT0800011,06457
CT0800011,06489
CT0800011,06492
CT0810054,06762
CT0830011,06457
CT0880011,06403
CT0880011,06702
CT0880011,06704
CT0880011,06705
CT0880011,06706
CT0880011,06712
CT0880011,06770
CT0890011,06050
CT0890011,06051
CT0890011,06052
CT0890011,06053
CT0900011,06840
CT0920011,06057
CT0930011,06401
CT0930011,06405
CT0930011,06408
CT0930011,06411
CT0930011,06418
CT0930011,06460
CT0930011,06461
CT0930011,06467
CT0930011,06471
CT0930011,06472
CT0930011,06473
CT0930011,06477
CT0930011,06483
CT0930011,06501
CT0930011,06502
CT0930011,06503
CT0930011,06504
CT0930011,06505
CT0930011,06506
CT0930011,06507
CT0930011,06508
CT0930011,06509
CT0930011,06510
CT0930011,06511
CT0930011,06512
CT0930011,06513
CT0930011,06514
CT0930011,06515
CT0930011,06516
CT0930011,06517
CT0930011,06518
CT0930011,06519
CT0930011,06520
CT0930011,06521
CT0930011,06524
CT0930011,06525
CT0930011,06530
CT0930011,06531
CT0930011,06532
CT0930011,06533
CT0930011,06534
CT0930011,06535
CT0930011,06536
CT0930011,06537
CT0930011,06538
CT0930011,06540
CT0930011,06716
CT0950011,06320
CT0950011,06385
CT0960011,06755
CT0960011,06776
CT0960011,06794
CT0960011,06804
CT0970011,06470
CT0970011,06482
CT1030011,06840
CT1030011,06850
CT1030011,06851
CT1030011,06855
CT1030011,06880
CT1030011,06897
CT1030021,06850
CT1030021,06853
CT1030021,06854
CT1030021,06855
CT1030021,06856
CT1030021,06897
CT1040011,06249
CT1040011,06254
CT1040011,06334
CT1040011,06351
CT1040011,06353
CT1040011,06360
CT1040011,06365
CT1040011,06380
CT1040011,06382
CT1040011,06389
CT1100011,06062
CT1110011,06786
CT1130011,06480
CT1160011,06260
CT1160011,06277
CT1160011,06281
CT1180011,06877
CT1240011,06403
CT1240011,06478
CT1240011,06483
CT1280021,06026
CT1280021,06035
CT1280021,06070
CT1280021,06089
CT1280021,06092
CT1300021,06478
CT1300021,06488
CT1300021,06762
CT1310011,06444
CT1310011,06467
CT1310011,06479
CT1310011,06489
CT1350011,06831
CT1350011,06901
CT1350011,06903
CT1350011,06905
CT1350011,06906
CT1350011,06907
CT1370011,06355
CT1370011,06378
CT1400011,06787
CT1430011,06013
CT1430011,06057
CT1430011,06759
CT1430011,06790
CT1430011,06791
CT1430011,06792
CT1480011,06410
CT1480011,06473
CT1480011,06492
CT1510011,06702
CT1510011,06704
CT1510011,06705
CT1510011,06708
CT1510011,06787
CT1520071,06385
CT1530011,06795
CT1530011,06798
CT1530021,06779
CT1530021,06795
CT1620011,06098
CT1630011,06226
CT1630011,06250
CT1666011,06716
DC0000002,20001
DC0000002,20002
DC0000002,20003
DC0000002,20004
DC0000002,20005
DC0000002,20006
DC0000002,20007
DC0000002,20008
DC0000002,20009
DC0000002,20010
DC0000002,20011
DC0000002,20012
DC0000002,20013
DC0000002,20015
DC0000002,20016
DC0000002,20017
DC0000002,20018
DC0000002,20019
DC0000002,20020
DC0000002,20022
DC0000002,20024
DC0000002,20026
DC0000002,20027
DC0000002,20029
DC0000002,20030
DC0000002,20032
DC0000002,20033
DC0000002,20035
DC0000002,20036
DC0000002,20037
DC0000002,20038
DC0000002,20039
DC0000002,20040
DC0000002,20041
DC0000002,20042
DC0000002,20043
DC0000002,20044
DC0000002,20045
DC0000002,20047
DC0000002,20049
DC0000002,20050
DC0000002,20052
DC0000002,20053
DC0000002,20055
DC0000002,20056
DC0000002,20057
DC0000002,20058
DC0000002,20059
DC0000002,20060
DC0000002,20061
DC0000002,20062
DC0000002,20063
DC0000002,20064
DC0000002,20065
DC0000002,20066
DC0000002,20067
DC0000002,20068
DC0000002,20069
DC0000002,20070
DC0000002,20071
DC0000002,20073
DC0000002,20074
DC0000002,20075
DC0000002,20076
DC0000002,20077
DC0000002,20078
DC0000002,20080
DC0000002,20081
DC0000002,20082
DC0000002,20090
DC0000002,20091
DC0000002,20201
DC0000002,20202
DC0000002,20203
DC0000002,20204
DC0000002,20206
DC0000002,20207
DC0000002,20208
DC0000002,20210
DC0000002,20211
DC0000002,20212
DC0000002,20213
DC0000002,20214
DC0000002,20215
DC0000002,20216
DC0000002,20217
DC0000002,20218
DC0000002,20219
DC0000002,20220
DC0000002,20221
DC0000002,20222
DC0000002,20223
DC0000002,20224
DC0000002,20226
DC0000002,20227
DC0000002,20228
DC0000002,20229
DC0000002,20230
DC0000002,20232
DC0000002,20233
DC0000002,20235
DC0000002,20237
DC0000002,20238
DC0000002,20239
DC0000002,20240
DC0000002,20241
DC0000002,20242
DC0000002,20244
DC0000002,20245
DC0000002,20250
DC0000002,20251
DC0000002,20252
DC0000002,20254
DC0000002,20260
DC0000002,20261
DC0000002,20262
DC0000002,20265
DC0000002,20266
DC0000002,20268
DC0000002,20270
DC0000002,20277
DC0000002,20289
DC0000002,20299
DC0000002,20301
DC0000002,20303
DC0000002,20306
DC0000002,20310
DC0000002,20314
DC0000002,20317
DC0000002,20318
DC0000002,20319
DC0000002,20330
DC0000002,20340
DC0000002,20350
DC0000002,20355
DC0000002,20370
DC0000002,20372
DC0000002,20373
DC0000002,20374
DC0000002,20375
DC0000002,20376
DC0000002,20380
DC0000002,20388
DC0000002,20389
DC0000002,20390
DC0000002,20391
DC0000002,20392
DC0000002,20393
DC0000002,20394
DC0000002,20395
DC0000002,20398
DC0000002,20401
DC0000002,20402
DC0000002,20403
DC0000002,20404
DC0000002,20405
DC0000002,20406
DC0000002,20407
DC0000002,20408
DC0000002,20410
DC0000002,20411
DC0000002,20412
DC0000002,20413
DC0000002,20414
DC0000002,20415
DC0000002,20416
DC0000002,20417
DC0000002,20418
DC0000002,20419
DC0000002,20420
DC0000002,20421
DC0000002,20422
DC0000002,20423
DC0000002,20424
DC0000002,20425
DC0000002,20426
DC0000002,20427
DC0000002,20428
DC0000002,20429
DC0000002,20431
DC0000002,20433
DC0000002,20434
DC0000002,20435
DC0000002,20436
DC0000002,20437
DC0000002,20439
DC0000002,20440
DC0000002,20441
DC0000002,20442
DC0000002,20444
DC0000002,20447
DC0000002,20451
DC0000002,20453
DC0000002,20456
DC0000002,20460
DC0000002,20463
DC0000002,20468
DC0000002,20469
DC0000002,20470
DC0000002,20472
DC0000002,20500
DC0000002,20501
DC0000002,20502
DC0000002,20503
DC0000002,20504
DC0000002,20505
DC0000002,20506
DC0000002,20507
DC0000002,20508
DC0000002,20509
DC0000002,20510
DC0000002,20511
DC0000002,20515
DC0000002,20520
DC0000002,20521
DC0000002,20522
DC0000002,20523
DC0000002,20524
DC0000002,20525
DC0000002,20526
DC0000002,20527
DC0000002,20528
DC0000002,20529
DC0000002,20530
DC0000002,20531
DC0000002,20533
DC0000002,20534
DC0000002,20535
DC0000002,20536
DC0000002,20537
DC0000002,20538
DC0000002,20539
DC0000002,20540
DC0000002,20541
DC0000002,20542
DC0000002,20543
DC0000002,20544
DC0000002,20546
DC0000002,20547
DC0000002,20548
DC0000002,20549
DC0000002,20551
DC0000002,20552
DC0000002,20553
DC0000002,20554
DC0000002,20555
DC0000002,20557
DC0000002,20559
DC0000002,20560
DC0000002,20565
DC0000002,20566
DC0000002,20570
DC0000002,20571
DC0000002,20572
DC0000002,20573
DC0000002,20575
DC0000002,20576
DC0000002,20577
DC0000002,20578
DC0000002,20579
DC0000002,20580
DC0000002,20581
DC0000002,20585
DC0000002,20586
DC0000002,20590
DC0000002,20591
DC0000002,20593
DC0000002,20594
DC0000002,20597
DC0000002,20599
DC0000003,20003
DC0000003,20374
DC0000004,20032
DE0000004,19901
DE0000004,19904
DE0000004,19936
DE0000004,19977
DE0000124,19901
DE0000124,19904
DE0000124,19934
DE0000124,19943
DE0000124,19962
DE0000124,19979
DE0000221,19939
DE0000221,19945
DE0000221,19967
DE0000221,19970
DE0000246,19973
DE0000271,19966
DE0000271,19971
DE0000465,19975
DE0000552,19701
DE0000552,19702
DE0000552,19707
DE0000552,19711
DE0000552,19713
DE0000552,19720
DE0000552,19804
DE0000552,19805
DE0000556,19930
DE0000557,19930
DE0000557,19970
DE0000563,19901
DE0000563,19934
DE0000564,19701
DE0000564,19702
DE0000564,19703
DE0000564,19711
DE0000564,19713
DE0000564,19720
DE0000564,19733
DE0000564,19801
DE0000564,19802
DE0000564,19803
DE0000564,19804
DE0000564,19809
DE0000564,19810
DE0000567,19940
DE0000569,19940
DE0000571,19901
DE0000571,19903
DE0000571,19904
DE0000579,19902
DE0000592,19947
DE0000597,19956
DE0000602,19958
DE0000614,19709
DE0000616,19963
DE0000622,19966
DE0000625,19966
DE0000630,19711
DE0000634,19720
DE0000657,19977
DE0000663,19082
DE0000663,19701
DE0000663,19702
DE0000663,19707
DE0000663,19708
DE0000663,19710
DE0000663,19720
DE0000663,19732
DE0000663,19801
DE0000663,19802
DE0000663,19803
DE0000663,19804
DE0000663,19805
DE0000663,19806
DE0000663,19807
DE0000663,19808
DE0000663,19809
DE0000663,19810
DE0000663,19850
DE0000663,19880
DE0000663,19884
DE0000663,19898
DE0000663,19899
DE0000723,19971
DE0000825,19971
DE0000991,19951
DE0000991,19958
DE0000991,19966
DE0000991,19968
DE0000991,19969
DE0000991,19971
DE0020003,19947
DE0020003,19951
DE0020003,19966
DE0020003,19968
DE00A0323,19930
DE00A0323,19939
DE00A0323,19944
DE00A0323,19945
DE00A0323,19975
DE00A0334,19709
DE00A0347,19709
DE00A0428,19946
DE00A0428,19962
DE00A0837,19975
FL1030050,32404
FL1030141,32404
FL1030148,32401
FL1030148,32404
FL1030148,32405
FL1030435,32444
FL1030467,32410
FL1030515,32407
FL1030515,32408
FL1030515,32413
FL1030517,32401
FL1030517,32402
FL1030517,32404
FL1030517,32405
FL1030520,32404
FL1170168,32533
FL1170259,32533
FL1170302,32533
FL1170302,32560
FL1170475,32577
FL1170525,32501
FL1170525,32502
FL1170525,32503
FL1170525,32504
FL1170525,32505
FL1170525,32506
FL1170525,32507
FL1170525,32508
FL1170525,32509
FL1170525,32511
FL1170525,32514
FL1170525,32526
FL1170525,32533
FL1170525,32534
FL1170525,32561
FL1170525,32562
FL1170525,36561
FL1170527,32506
FL1170527,32507
FL1170613,32535
FL1170703,32514
FL1170718,32535
FL1170718,32568
FL1170814,32506
FL1170814,32507
FL1170814,32508
FL1170814,32511
FL1170814,32512
FL1190150,32320
FL1190789,32328
FL1200334,32333
FL1200551,32351
FL1200797,32324
FL1200797,32330
FL1200797,32332
FL1200797,32333
FL1200797,32343
FL1200797,32351
FL1200797,32352
FL1200797,32353
FL1230545,32456
FL1230848,32456
FL1320143,32431
FL1320145,32440
FL1320449,32446
FL1320449,32447
FL1320449,32448
FL1330478,32344
FL1370393,32308
FL1370393,32309
FL1370393,32311
FL1370393,32312
FL1370393,32317
FL1370655,32301
FL1370655,32302
FL1370655,32303
FL1370655,32304
FL1370655,32305
FL1370655,32306
FL1370655,32307
FL1370655,32308
FL1370655,32309
FL1370655,32310
FL1370655,32311
FL1370655,32312
FL1370655,32313
FL1370655,32314
FL1370655,32316
FL1370655,32317
FL1370655,32362
FL1370655,32399
FL1370669,32311
FL1370669,32317
FL1370888,32303
FL1460035,32536
FL1460035,32539
FL1460035,32567
FL1460144,32547
FL1460144,32548
FL1460147,32578
FL1460149,32580
FL1460182,32536
FL1460202,32540
FL1460202,32541
FL1460455,32569
FL1460506,32547
FL1460506,32548
FL1460506,32569
FL1460506,32579
FL1460775,32578
FL1460782,32544
FL1460826,32542
FL1460828,32542
FL1464044,32536
FL1464044,32539
FL1570042,32583
FL1570140,32565
FL1570140,32570
FL1570140,32571
FL1570146,32570
FL1570232,32564
FL1570232,32583
FL1570316,32563
FL1570349,32566
FL1570470,32563
FL1570479,32565
FL1570540,32565
FL1570540,32570
FL1570671,32570
FL1570671,32571
FL1570671,32583
FL1570874,32566
FL1650612,32327
FL1650612,32358
FL1650785,32327
FL1650791,32327
FL1660196,32433
FL1660290,32439
FL1660596,32459
FL1660615,32435
FL1660615,32541
FL1660615,32550
FL1660803,32433
FL1660803,32435
FL1660803,32539
FL1670135,32428
FL2010017,32616
FL2010201,32643
FL2010201,32655
FL2010207,32669
FL2010946,32601
FL2010946,32603
FL2010946,32605
FL2010946,32606
FL2010946,32607
FL2010946,32608
FL2010946,32609
FL2010946,32611
FL2010946,32641
FL2010946,32653
FL2010946,32667
FL2010946,32669
FL2020204,32063
FL2040211,32091
FL2040372,32083
FL2100437,32043
FL2100610,32091
FL2100610,32656
FL2100610,32666
FL2100626,32043
FL2100741,32003
FL2100741,32065
FL2100741,32068
FL2100741,32073
FL2100741,32244
FL2101182,32073
FL2104332,32068
FL2104391,32003
FL2120630,32024
FL2120630,32025
FL2120630,32055
FL2160200,32233
FL2160206,32266
FL2160563,32250
FL2160568,32211
FL2160734,32228
FL2160811,32210
FL2160811,32221
FL2161212,32212
FL2161328,32065
FL2161328,32081
FL2161328,32082
FL2161328,32092
FL2161328,32095
FL2161328,32097
FL2161328,32202
FL2161328,32204
FL2161328,32205
FL2161328,32206
FL2161328,32207
FL2161328,32208
FL2161328,32209
FL2161328,32210
FL2161328,32211
FL2161328,32217
FL2161328,32218
FL2161328,32219
FL2161328,32220
FL2161328,32221
FL2161328,32222
FL2161328,32223
FL2161328,32224
FL2161328,32225
FL2161328,32226
FL2161328,32228
FL2161328,32233
FL2161328,32234
FL2161328,32244
FL2161328,32246
FL2161328,32250
FL2161328,32254
FL2161328,32256
FL2161328,32257
FL2161328,32258
FL2161328,32259
FL2161328,32277
FL2180349,32136
FL2180863,32137
FL2180863,32164
FL2184251,32110
FL2184251,32164
FL2184251,32174
FL2184259,32137
FL2211188,32693
FL2240570,32052
FL2400205,32340
FL2450022,32034
FL2450364,32034
FL2454338,32034
FL2454338,32097
FL2541086,32177
FL2544260,32177
FL2550210,32080
FL2550210,32084
FL2550210,32085
FL2550210,32086
FL2550210,32095
FL2550812,32084
FL2550908,32082
FL2551004,32082
FL2554343,32082
FL2554447,32092
FL2554471,32084
FL2554471,32092
FL2554475,32081
FL2610203,32064
FL2614268,32060
