PWSID,ZIPCODE
SC3710004,29696
SC3720001,29643
SC3720001,29678
SC3720001,29689
SC3720001,29693
SC3750023,29676
SC3810001,29018
SC3810001,29030
SC3810001,29038
SC3810001,29039
SC3810001,29107
SC3810001,29113
SC3810001,29115
SC3810001,29116
SC3810001,29118
SC3810001,29133
SC3910001,29671
SC3910002,29640
SC3910002,29642
SC3910003,29657
SC3910004,29631
SC3910006,29634
SC3920002,29630
SC3920002,29657
SC3920002,29671
SC3920002,29682
SC3920002,29685
SC3920003,29640
SC3920003,29657
SC3920003,29671
SC3920008,29640
SC3920008,29661
SC3920008,29671
SC3920010,29640
SC3920010,29641
SC3920010,29642
SC3920010,29657
SC4010001,29016
SC4010001,29036
SC4010001,29044
SC4010001,29045
SC4010001,29061
SC4010001,29063
SC4010001,29201
SC4010001,29203
SC4010001,29204
SC4010001,29205
SC4010001,29206
SC4010001,29209
SC4010001,29210
SC4010001,29212
SC4010001,29223
SC4010001,29229
SC4010501,29207
SC4120001,29006
SC4120001,29070
SC4120001,29127
SC4120001,29129
SC4120001,29138
SC4120001,29166
SC4210001,29301
SC4210001,29302
SC4210001,29303
SC4210001,29306
SC4210001,29307
SC4210001,29316
SC4210001,29320
SC4210001,29322
SC4210001,29323
SC4210001,29324
SC4210001,29329
SC4210001,29330
SC4210001,29333
SC4210001,29346
SC4210001,29349
SC4210001,29369
SC4210001,29372
SC4210001,29374
SC4210001,29376
SC4210001,29378
SC4210001,29385
SC4210003,29322
SC4210003,29356
SC4220002,29303
SC4220002,29316
SC4220002,29322
SC4220002,29348
SC4220002,29349
SC4220002,29356
SC4220003,29303
SC4220006,29365
SC4220006,29385
SC4220007,29335
SC4220007,29369
SC4220007,29374
SC4220007,29376
SC4220007,29388
SC4220010,29303
SC4220010,29323
SC4220010,29338
SC4220010,29349
SC4220010,29368
SC4310001,29150
SC4310001,29153
SC4310001,29154
SC4310501,29152
SC4320001,29040
SC4320003,29040
SC4320003,29128
SC4320003,29150
SC4320003,29154
SC4410001,29379
SC4420001,29379
SC4510002,29556
SC4510004,29554
SC4510007,29056
SC4510007,29479
SC4510007,29510
SC4510007,29518
SC4510007,29554
SC4510007,29556
SC4510007,29560
SC4510007,29564
SC4510007,29580
SC4510007,29590
SC4610001,29745
SC4610002,29730
SC4610002,29731
SC4610002,29732
SC4610003,29715
SC4610006,29710
SC4610008,29708
SC4620002,29708
SC4620002,29715
SC4620003,29745
SD4600020,57401
SD4600020,57402
SD4600037,57717
SD4600043,57702
SD4600043,57718
SD4600043,57769
SD4600046,57701
SD4600046,57703
SD4600046,57719
SD4600048,57005
SD4600071,57006
SD4600105,57022
SD4600112,57625
SD4600112,57626
SD4600112,57633
SD4600112,57652
SD4600112,57748
SD4600148,57032
SD4600163,57747
SD4600169,57350
SD4600199,57042
SD4600214,57301
SD4600215,57601
SD4600238,57567
SD4600242,57501
SD4600274,57703
SD4600294,57101
SD4600294,57103
SD4600294,57104
SD4600294,57105
SD4600294,57106
SD4600294,57107
SD4600294,57108
SD4600294,57109
SD4600294,57110
SD4600294,57117
SD4600294,57118
SD4600304,57013
SD4600304,57032
SD4600304,57039
SD4600304,57064
SD4600304,57077
SD4600304,57106
SD4600304,57108
SD4600304,57110
SD4600311,57783
SD4600321,57785
SD4600342,57069
SD4600356,57201
SD4600406,57702
SD4600409,57064
SD4600417,57790
SD4600423,57078
SD4600429,57024
SD4600429,57028
SD4600429,57042
SD4600429,57075
SD4600430,56136
SD4600430,57002
SD4600430,57006
SD4600430,57026
SD4600430,57218
SD4600430,57220
SD4600430,57226
SD4600430,57234
SD4600430,57237
SD4600430,57238
SD4600430,57246
SD4600430,57259
SD4600430,57268
SD4600430,57276
SD4600431,57212
SD4600432,57003
SD4600432,57005
SD4600432,57012
SD4600432,57013
SD4600432,57015
SD4600432,57018
SD4600432,57020
SD4600432,57022
SD4600432,57033
SD4600432,57035
SD4600432,57039
SD4600432,57041
SD4600432,57048
SD4600432,57053
SD4600432,57055
SD4600432,57056
SD4600432,57068
SD4600432,57101
SD4600432,57102
SD4600432,57103
SD4600432,57104
SD4600432,57105
SD4600432,57106
SD4600432,57107
SD4600432,57108
SD4600432,57109
SD4600432,57110
SD4600432,57115
SD4600432,57117
SD4600432,57118
SD4600432,57198
SD4600433,57356
SD4600520,57317
SD4600520,57335
SD4600520,57523
SD4600520,57528
SD4600520,57529
SD4600520,57533
SD4600520,57534
SD4600520,57538
SD4600520,57569
SD4600520,57571
SD4600520,57580
SD4600520,57584
SD4600520,57585
SD4600626,51001
SD4600626,57001
SD4600626,57004
SD4600626,57010
SD4600626,57014
SD4600626,57025
SD4600626,57031
SD4600626,57038
SD4600626,57069
SD4600626,57070
SD4600626,57072
SD4600626,57073
SD4600626,57078
SD4600864,56257
SD4600864,57201
SD4600864,57216
SD4600864,57227
SD4600864,57246
SD4600864,57251
SD4600864,57252
SD4600864,57259
SD4600864,57263
SD4600864,57264
SD4600864,57265
SD4600864,57269
SD4600864,57279
SD4600865,57029
SD4600865,57037
SD4600865,57040
SD4600865,57045
SD4600865,57046
SD4600865,57052
SD4600865,57059
SD4600865,57063
SD4600865,57066
SD4600865,57067
SD4600865,57072
SD4600865,57078
SD4600865,57301
SD4600865,57315
SD4600865,57331
SD4600865,57354
SD4600865,57366
SD4600866,57201
SD4600866,57221
SD4600866,57223
SD4600866,57226
SD4600866,57234
SD4600866,57238
SD4600866,57241
SD4600866,57242
SD4600866,57245
SD4600866,57248
SD4600866,57271
SD4600866,57278
SD4600870,57001
SD4600870,57004
SD4600870,57013
SD4600870,57014
SD4600870,57015
SD4600870,57021
SD4600870,57027
SD4600870,57032
SD4600870,57034
SD4600870,57036
SD4600870,57039
SD4600870,57053
SD4600870,57064
SD4600870,57077
SD4600870,57106
SD4600870,57108
SD4600882,57430
SD4600999,57012
SD4600999,57014
SD4600999,57015
SD4600999,57021
SD4600999,57029
SD4600999,57036
SD4600999,57037
SD4600999,57043
SD4600999,57047
SD4600999,57048
SD4600999,57053
SD4600999,57058
SD4600999,57070
SD4600999,57319
SD4600999,57321
SD4601089,57217
SD4601089,57219
SD4601089,57232
SD4601089,57239
SD4601089,57258
SD4601089,57261
SD4601089,57273
SD4601089,57274
SD4601089,57322
SD4601089,57348
SD4601089,57401
SD4601089,57420
SD4601089,57422
SD4601089,57424
SD4601089,57426
SD4601089,57427
SD4601089,57428
SD4601089,57429
SD4601089,57433
SD4601089,57434
SD4601089,57435
SD4601089,57436
SD4601089,57437
SD4601089,57438
SD4601089,57440
SD4601089,57441
SD4601089,57442
SD4601089,57445
SD4601089,57446
SD4601089,57448
SD4601089,57449
SD4601089,57450
SD4601089,57451
SD4601089,57452
SD4601089,57455
SD4601089,57456
SD4601089,57457
SD4601089,57460
SD4601089,57461
SD4601089,57465
SD4601089,57466
SD4601089,57467
SD4601089,57468
SD4601089,57469
SD4601089,57470
SD4601089,57471
SD4601089,57472
SD4601089,57473
SD4601089,57474
SD4601089,57475
SD4601089,57477
SD4601089,57479
SD4601089,57481
SD4601089,57601
SD4601089,57631
SD4601089,57632
SD4601089,57646
SD4601089,57648
SD4601089,58436
SD4601089,58439
SD4601089,58573
SD4601089,58581
SD4602154,57501
SD4602175,57312
SD4602175,57322
SD4602175,57324
SD4602175,57341
SD4602175,57345
SD4602175,57346
SD4602175,57348
SD4602175,57350
SD4602175,57353
SD4602175,57358
SD4602175,57359
SD4602175,57362
SD4602175,57371
SD4602175,57373
SD4602175,57379
SD4602175,57381
SD4602175,57382
SD4602175,57384
SD4602175,57385
SD4602175,57386
SD4602175,57399
SD4602175,57442
SD4602175,57450
SD4602175,57455
SD4602175,57466
SD4602175,57467
SD4602175,57469
SD4602175,57470
SD4602175,57475
SD4602175,57476
SD4602175,57501
SD4602175,57520
SD4602175,57522
SD4602175,57536
SD4602175,57540
SD4602175,57564
SD4602210,57718
SD4602223,57532
SD4680004,57706
SD4680046,57751
TN0000001,37010
TN0000001,37032
TN0000002,38310
TN0000002,38327
TN0000002,38332
TN0000002,38359
TN0000002,38361
TN0000006,38001
TN0000006,38006
TN0000006,38012
TN0000006,38024
TN0000006,38034
TN0000006,38050
TN0000006,38070
TN0000006,38305
TN0000006,38337
TN0000007,37701
TN0000007,37777
TN0000007,37804
TN0000007,37853
TN0000009,38506
TN0000010,38504
TN0000010,38556
TN0000013,38541
TN0000014,37814
TN0000014,37877
TN0000022,37724
TN0000022,37752
TN0000022,37870
TN0000023,37015
TN0000024,37303
TN0000024,37322
TN0000024,37370
TN0000024,37371
TN0000033,38004
TN0000037,37373
TN0000037,37379
TN0000038,38506
TN0000040,38544
TN0000040,38548
TN0000040,38552
TN0000040,38560
TN0000040,38582
TN0000041,37708
TN0000041,37811
TN0000041,37861
TN0000056,24251
TN0000056,24258
TN0000056,37617
TN0000056,37660
TN0000056,37664
TN0000058,37617
TN0000058,37620
TN0000063,38008
TN0000066,37025
TN0000066,37033
TN0000066,37055
TN0000066,37098
TN0000066,37137
TN0000069,37027
TN0000070,38011
TN0000073,37617
TN0000073,37618
TN0000073,37620
TN0000073,37621
TN0000079,37618
TN0000080,38012
TN0000088,38549
TN0000088,38577
TN0000090,38320
TN0000090,38333
TN0000094,37643
TN0000095,37030
TN0000096,37030
TN0000096,37145
TN0000097,37022
TN0000097,37031
TN0000097,37066
TN0000097,37074
TN0000097,37148
TN0000097,37186
TN0000099,38541
TN0000099,38551
TN0000099,38568
TN0000101,37330
TN0000101,37388
TN0000101,37398
TN0000103,37033
TN0000105,37019
TN0000105,37034
TN0000105,37047
TN0000105,37091
TN0000105,37144
TN0000105,38451
TN0000107,30741
TN0000107,30742
TN0000107,30750
TN0000107,37351
TN0000107,37401
TN0000107,37402
TN0000107,37403
TN0000107,37404
TN0000107,37405
TN0000107,37406
TN0000107,37407
TN0000107,37408
TN0000107,37409
TN0000107,37410
TN0000107,37411
TN0000107,37412
TN0000107,37415
TN0000107,37416
TN0000107,37419
TN0000107,37421
TN0000107,37422
TN0000107,37450
TN0000108,37616
TN0000108,37641
TN0000108,37659
TN0000108,37681
TN0000108,37743
TN0000108,37745
TN0000109,37642
TN0000113,37825
TN0000113,37879
TN0000116,37040
TN0000116,37042
TN0000116,37043
TN0000117,37310
TN0000117,37311
TN0000117,37312
TN0000117,37323
TN0000117,37353
TN0000119,38425
TN0000120,37716
TN0000120,37717
TN0000120,37849
TN0000122,37301
TN0000122,37305
TN0000122,37313
TN0000122,37327
TN0000122,37339
TN0000122,37365
TN0000122,37387
TN0000122,37397
TN0000126,38017
TN0000128,38401
TN0000128,38451
TN0000128,38461
TN0000128,38482
TN0000128,38487
TN0000133,38501
TN0000133,38502
TN0000133,38503
TN0000133,38504
TN0000133,38505
TN0000133,38506
TN0000133,38544
TN0000133,38562
TN0000134,38506
TN0000134,38544
TN0000135,38501
TN0000135,38545
TN0000135,38562
TN0000136,37317
TN0000144,38019
TN0000147,37723
TN0000147,37854
TN0000147,38555
TN0000147,38558
TN0000147,38571
TN0000149,37745
TN0000150,38572
TN0000159,38555
TN0000159,38572
TN0000166,37040
TN0000167,37036
TN0000167,37040
TN0000167,37051
TN0000167,37052
TN0000167,37142
TN0000167,37171
TN0000169,37327
TN0000169,37338
TN0000169,37343
TN0000169,37373
TN0000169,37379
TN0000170,37725
TN0000174,37321
TN0000174,37332
TN0000174,37338
TN0000174,37367
TN0000183,37322
TN0000187,37324
TN0000188,37095
TN0000188,37166
TN0000188,37190
TN0000190,38583
TN0000191,37029
TN0000191,37036
TN0000191,37055
TN0000192,38501
TN0000192,38544
TN0000192,38545
TN0000193,37058
TN0000193,37178
TN0000195,37023
TN0000195,37028
TN0000195,37058
TN0000195,37079
TN0000196,38225
TN0000201,38004
TN0000201,38011
TN0000201,38019
TN0000201,38023
TN0000201,38053
TN0000201,38058
TN0000201,38071
TN0000205,37327
TN0000211,38024
TN0000212,38024
TN0000218,37010
TN0000218,37015
TN0000218,37035
TN0000218,37043
TN0000218,37146
TN0000219,37302
TN0000219,37311
TN0000219,37312
TN0000219,37315
TN0000219,37341
TN0000219,37353
TN0000219,37363
TN0000219,37416
TN0000219,37421
TN0000221,37643
TN0000224,37329
TN0000230,37050
TN0000230,37051
TN0000230,37061
TN0000230,37142
TN0000230,37178
TN0000230,37181
TN0000231,37650
TN0000232,37330
TN0000233,37331
TN0000242,37334
TN0000244,37726
TN0000244,38553
TN0000244,38556
TN0000244,38565
TN0000244,38574
TN0000246,37027
TN0000246,37064
TN0000246,37067
TN0000246,37069
TN0000247,37046
TN0000247,37064
TN0000247,37067
TN0000249,37737
TN0000253,37031
TN0000253,37066
TN0000253,37186
TN0000256,37738
TN0000262,38138
TN0000262,38139
TN0000264,37071
TN0000264,37076
TN0000264,37090
TN0000264,37122
TN0000266,37616
TN0000266,37641
TN0000266,37743
TN0000266,37809
TN0000266,37818
TN0000269,37338
TN0000271,37073
TN0000273,37616
TN0000273,37743
TN0000273,37744
TN0000273,37745
TN0000274,37616
TN0000274,37641
TN0000274,37711
TN0000274,37743
TN0000274,37745
TN0000274,37818
TN0000279,38012
TN0000279,38024
TN0000279,38037
TN0000279,38040
TN0000279,38063
TN0000280,37754
TN0000280,37807
TN0000280,37825
TN0000280,37849
TN0000280,37866
TN0000280,37912
TN0000280,37918
TN0000280,37921
TN0000280,37938
TN0000282,37658
TN0000286,37015
TN0000286,37024
TN0000286,37027
TN0000286,37064
TN0000286,37065
TN0000286,37069
TN0000286,37082
TN0000286,37143
TN0000286,37209
TN0000286,37221
TN0000287,37748
TN0000287,37829
TN0000291,37074
TN0000293,38334
TN0000293,38340
TN0000293,38356
TN0000293,38366
TN0000294,37075
TN0000294,37077
TN0000299,38301
TN0000299,38302
TN0000299,38305
TN0000299,38313
TN0000299,38343
TN0000299,38355
TN0000299,38362
TN0000303,37343
TN0000303,37379
TN0000303,37415
TN0000304,38462
TN0000314,38343
TN0000316,38344
TN0000318,37732
TN0000318,37755
TN0000318,37756
TN0000318,37841
TN0000318,37847
TN0000318,37852
TN0000318,37872
TN0000322,37714
TN0000322,37757
TN0000322,37769
TN0000324,38556
TN0000325,37347
TN0000328,37725
TN0000328,37760
TN0000328,37820
TN0000330,37762
TN0000330,37819
TN0000330,37847
TN0000331,37601
TN0000331,37602
TN0000331,37604
TN0000331,37605
TN0000331,37614
TN0000331,37615
TN0000331,37618
TN0000331,37656
TN0000331,37659
TN0000331,37660
TN0000331,37663
TN0000331,37684
TN0000331,37686
TN0000331,37692
TN0000338,37650
TN0000338,37659
TN0000338,37681
TN0000338,37690
TN0000349,24251
TN0000349,37615
TN0000349,37617
TN0000349,37641
TN0000349,37642
TN0000349,37656
TN0000349,37659
TN0000349,37660
TN0000349,37663
TN0000349,37664
TN0000349,37665
TN0000349,37857
TN0000360,37763
TN0000366,37764
TN0000366,37820
TN0000366,37871
TN0000366,37902
TN0000366,37909
TN0000366,37912
TN0000366,37914
TN0000366,37915
TN0000366,37916
TN0000366,37917
TN0000366,37918
TN0000366,37919
TN0000366,37920
TN0000366,37921
TN0000366,37922
TN0000366,37923
TN0000366,37924
TN0000366,37931
TN0000367,37853
TN0000367,37865
TN0000367,37876
TN0000367,37920
TN0000369,37922
TN0000369,37934
TN0000371,37716
TN0000371,37771
TN0000371,37849
TN0000371,37923
TN0000371,37931
TN0000371,37932
TN0000373,37057
TN0000373,37074
TN0000373,37083
TN0000373,37186
TN0000374,37729
TN0000374,37757
TN0000374,37766
TN0000374,37847
TN0000374,37870
TN0000386,37086
TN0000386,37135
TN0000389,38456
TN0000389,38464
TN0000392,38464
TN0000393,37087
TN0000393,37088
TN0000393,37090
TN0000394,37087
TN0000396,37771
TN0000396,37772
TN0000399,38464
TN0000399,38468
TN0000400,37047
TN0000400,37091
TN0000400,37144
TN0000400,38401
TN0000400,38402
TN0000400,38451
TN0000400,38472
TN0000400,38478
TN0000402,38351
TN0000404,37096
TN0000405,38541
TN0000405,38542
TN0000405,38543
TN0000405,38562
TN0000405,38568
TN0000405,38570
TN0000405,38573
TN0000405,38580
TN0000409,37774
TN0000415,37709
TN0000415,37721
TN0000415,37779
TN0000415,37806
TN0000415,37861
TN0000415,37888
TN0000415,37921
TN0000416,37144
TN0000416,37160
TN0000416,37306
TN0000416,37334
TN0000416,37352
TN0000416,37359
TN0000416,37388
TN0000416,37398
TN0000421,38201
TN0000423,37110
TN0000424,37072
TN0000424,37115
TN0000424,37207
TN0000424,37216
TN0000425,37354
TN0000428,37027
TN0000428,37067
TN0000428,37069
TN0000429,37355
TN0000430,37330
TN0000430,37342
TN0000430,37355
TN0000430,37357
TN0000430,37366
TN0000435,38237
TN0000438,37801
TN0000438,37803
TN0000438,37804
TN0000440,38049
TN0000442,37807
TN0000450,38002
TN0000450,38014
TN0000450,38016
TN0000450,38017
TN0000450,38018
TN0000450,38027
TN0000450,38028
TN0000450,38029
TN0000450,38053
TN0000450,38054
TN0000450,38083
TN0000450,38088
TN0000450,38101
TN0000450,38103
TN0000450,38104
TN0000450,38105
TN0000450,38106
TN0000450,38107
TN0000450,38108
TN0000450,38109
TN0000450,38111
TN0000450,38112
TN0000450,38113
TN0000450,38114
TN0000450,38115
TN0000450,38116
TN0000450,38117
TN0000450,38118
TN0000450,38119
TN0000450,38120
TN0000450,38122
TN0000450,38124
TN0000450,38125
TN0000450,38126
TN0000450,38127
TN0000450,38128
TN0000450,38130
TN0000450,38131
TN0000450,38132
TN0000450,38133
TN0000450,38134
TN0000450,38135
TN0000450,38137
TN0000450,38138
TN0000450,38139
TN0000450,38141
TN0000450,38157
TN0000450,38167
TN0000450,38168
TN0000450,38173
TN0000450,38174
TN0000450,38175
TN0000450,38177
TN0000450,38181
TN0000450,38182
TN0000450,38183
TN0000450,38184
TN0000450,38186
TN0000450,38187
TN0000450,38190
TN0000457,37748
TN0000457,37763
TN0000457,37854
TN0000458,38358
TN0000463,38053
TN0000468,38054
TN0000469,38473
TN0000470,37356
TN0000470,37387
TN0000471,38506
TN0000471,38574
TN0000471,38583
TN0000474,37813
TN0000474,37814
TN0000474,37815
TN0000474,37816
TN0000479,37640
TN0000479,37680
TN0000479,37683
TN0000488,38474
TN0000490,38004
TN0000490,38011
TN0000490,38058
TN0000491,37127
TN0000491,37128
TN0000491,37129
TN0000491,37130
TN0000494,37013
TN0000494,37015
TN0000494,37024
TN0000494,37027
TN0000494,37070
TN0000494,37072
TN0000494,37076
TN0000494,37080
TN0000494,37086
TN0000494,37115
TN0000494,37122
TN0000494,37135
TN0000494,37138
TN0000494,37189
TN0000494,37201
TN0000494,37202
TN0000494,37203
TN0000494,37204
TN0000494,37205
TN0000494,37206
TN0000494,37207
TN0000494,37208
TN0000494,37209
TN0000494,37210
TN0000494,37211
TN0000494,37212
TN0000494,37213
TN0000494,37214
TN0000494,37215
TN0000494,37216
TN0000494,37217
TN0000494,37218
TN0000494,37219
TN0000494,37220
TN0000494,37221
TN0000494,37228
TN0000494,37240
TN0000494,37243
TN0000496,38024
TN0000496,38059
TN0000499,37760
TN0000499,37820
TN0000500,37713
TN0000500,37722
TN0000500,37725
TN0000500,37727
TN0000500,37738
TN0000500,37753
TN0000500,37821
TN0000500,37843
TN0000500,37862
TN0000510,37303
TN0000510,37826
TN0000510,37874
TN0000511,37014
TN0000511,37046
TN0000511,37135
TN0000514,37705
TN0000514,37710
TN0000514,37714
TN0000514,37716
TN0000514,37754
TN0000514,37769
TN0000514,37828
TN0000514,37830
TN0000514,37840
TN0000515,37709
TN0000515,37721
TN0000515,37806
TN0000515,37918
TN0000515,37924
TN0000517,37160
TN0000517,37180
TN0000517,37360
TN0000518,38024
TN0000521,38002
TN0000521,38028
TN0000521,38060
TN0000521,38068
TN0000522,37830
TN0000522,37831
TN0000523,37716
TN0000523,37840
TN0000525,37323
TN0000526,38506
TN0000526,38583
TN0000530,37711
TN0000530,37743
TN0000530,37809
TN0000530,37810
TN0000530,37818
TN0000530,37860
TN0000531,37748
TN0000531,37845
TN0000532,37841
TN0000536,38242
TN0000540,38222
TN0000540,38256
TN0000541,38363
TN0000546,38326
TN0000546,38357
TN0000548,37862
TN0000548,37863
TN0000548,37868
TN0000548,37876
TN0000551,37367
TN0000552,37367
TN0000557,38555
TN0000557,38571
TN0000557,38572
TN0000557,38578
TN0000557,38583
TN0000558,37015
TN0000558,37032
TN0000558,37035
TN0000558,37080
TN0000558,37146
TN0000559,37148
TN0000562,38478
TN0000563,37047
TN0000563,37144
TN0000563,38451
TN0000563,38472
TN0000563,38478
TN0000569,38559
TN0000569,38579
TN0000569,38583
TN0000569,38587
TN0000572,37083
TN0000572,37145
TN0000572,37150
TN0000572,38562
TN0000572,38588
TN0000573,37150
TN0000573,38551
TN0000573,38575
TN0000573,38588
TN0000576,37303
TN0000576,37370
TN0000578,38506
TN0000578,38570
TN0000578,38574
TN0000578,38580
TN0000579,38080
TN0000580,38063
TN0000581,38063
TN0000582,37015
TN0000590,37854
TN0000593,37857
TN0000594,37711
TN0000594,37857
TN0000596,37811
TN0000596,37857
TN0000598,37814
TN0000598,37860
TN0000611,38372
TN0000613,37308
TN0000613,37336
TN0000613,37343
TN0000613,37363
TN0000614,38311
TN0000614,38329
TN0000614,38368
TN0000614,38371
TN0000614,38374
TN0000615,38044
TN0000615,38052
TN0000615,38061
TN0000615,38310
TN0000615,38315
TN0000615,38334
TN0000615,38339
TN0000615,38340
TN0000615,38357
TN0000615,38367
TN0000615,38393
TN0000617,37764
TN0000617,37862
TN0000617,37865
TN0000617,37876
TN0000623,37356
TN0000623,37375
TN0000623,37383
TN0000626,37725
TN0000626,37760
TN0000626,37764
TN0000626,37820
TN0000626,37871
TN0000628,37160
TN0000634,37377
TN0000635,37343
TN0000635,37377
TN0000635,37415
TN0000636,37012
TN0000636,37030
TN0000636,37057
TN0000636,37145
TN0000636,37151
TN0000636,38547
TN0000636,38552
TN0000636,38560
TN0000636,38563
TN0000636,38567
TN0000637,37166
TN0000639,37167
TN0000641,38068
TN0000643,37737
TN0000643,37742
TN0000643,37777
TN0000643,37801
TN0000643,37803
TN0000643,37804
TN0000644,37618
TN0000644,37620
TN0000645,37082
TN0000646,37601
TN0000646,37643
TN0000646,37658
TN0000648,38237
TN0000648,38257
TN0000648,42041
TN0000650,37813
TN0000650,37814
TN0000650,37815
TN0000651,37347
TN0000651,37380
TN0000652,38506
TN0000652,38559
TN0000652,38579
TN0000652,38583
TN0000652,38587
TN0000653,38583
TN0000655,38559
TN0000655,38581
TN0000655,38583
TN0000655,38585
TN0000666,37032
TN0000666,37073
TN0000666,37146
TN0000666,37172
TN0000666,37188
TN0000667,37174
TN0000667,37179
TN0000676,38483
TN0000687,37874
TN0000691,37055
TN0000698,37061
TN0000698,37175
TN0000698,37178
TN0000699,37046
TN0000699,37064
TN0000699,37069
TN0000699,37179
TN0000703,38011
TN0000703,38015
TN0000703,38019
TN0000703,38023
TN0000707,38382
TN0000714,37803
TN0000714,37804
TN0000714,37865
TN0000714,37882
TN0000714,37886
TN0000715,37160
TN0000715,37352
TN0000715,37360
TN0000715,37388
TN0000719,37601
TN0000719,37650
TN0000719,37692
TN0000720,38261
TN0000726,37354
TN0000726,37737
TN0000726,37742
TN0000726,37772
TN0000726,37801
TN0000726,37846
TN0000726,37874
TN0000726,37885
TN0000729,37726
TN0000729,37733
TN0000729,37748
TN0000729,37770
TN0000729,37852
TN0000729,37872
TN0000729,37887
TN0000730,37183
TN0000733,37078
TN0000733,37134
TN0000733,37185
TN0000736,38485
TN0000738,37186
TN0000742,37357
TN0000743,37122
TN0000745,37075
TN0000746,37890
TN0000749,37397
TN0000754,37398
TN0000756,37026
TN0000756,37149
TN0000756,37190
TN0000758,37042
TN0000758,37079
TN0000758,37191
TN0000764,37144
TN0000764,37328
TN0000764,37334
TN0000764,37335
TN0000764,37348
TN0000764,38488
TN0000765,38002
TN0000765,38134
TN0000765,38135
TN0000770,37174
TN0000770,38401
TN0000790,37012
TN0000790,37085
TN0000790,37087
TN0000790,37090
TN0000790,37116
TN0000790,37118
TN0000790,37184
TN0000791,37014
TN0000791,37018
TN0000791,37020
TN0000791,37026
TN0000791,37034
TN0000791,37037
TN0000791,37060
TN0000791,37063
TN0000791,37085
TN0000791,37118
TN0000791,37127
TN0000791,37128
TN0000791,37129
TN0000791,37130
TN0000791,37149
TN0000791,37153
TN0000791,37167
TN0000813,38316
TN0000813,38343
TN0000813,38382
TN0000818,37110
TN0000820,42223
TN0000871,37774
TN0000871,37885
TN0000872,37322
TN0000872,37332
TN0000872,37381
TN0000872,37763
TN0000872,37774
TN0000872,37826
TN0000872,37846
TN0000872,37874
TN0000872,37880
TN0000883,38320
TN0000883,38341
TN0000883,38363
TN0000883,38380
TN0000904,37030
TN0000904,37087
TN0000904,37090
TN0000904,38547
TN0000904,38560
TN0000904,38563
TN0000904,38567
TN0000969,37763
TN0000969,37771
TN0000969,37774
TN0001060,37831
TN0008279,37722
TN0008279,37862
TN0008279,37865
TN0008279,37876
TX0010001,75801
TX0010001,75802
TX0010001,75803
TX0010020,75801
TX0010020,75803
TX0010030,75801
TX0010030,75802
TX0010030,75803
TX0010030,75839
TX0010031,75884
TX0010036,75751
TX0010036,75752
TX0010036,75763
TX0010036,75770
TX0010036,75803
TX0010036,75853
TX0010044,75880
TX0020001,79714
TX0030001,75941
TX0030004,75904
TX0030016,75901
TX0030019,75904
TX0030019,75969
TX0030020,75901
TX0030020,75949
TX0030023,75904
TX0040002,78382
TX0070003,78064
TX0070005,78065
TX0070016,78011
TX0070023,78008
TX0070023,78012
TX0070023,78026
TX0070023,78050
TX0070023,78064
TX0070023,78065
TX0070023,78075
TX0070023,78113
TX0070023,78114
TX0080002,77474
TX0080043,77418
TX0080043,77474
TX0080043,77833
TX0080043,77834
TX0090001,79347
TX0110001,78602
TX0110002,78621
TX0110003,78957
TX0110013,78602
TX0110013,78612
TX0110013,78615
TX0110013,78616
TX0110013,78617
TX0110013,78621
TX0110013,78632
TX0110013,78650
TX0110013,78653
TX0110013,78659
TX0110013,78662
TX0110013,78947
TX0110013,78953
TX0110013,78957
TX0110013,78959
TX0110020,78602
TX0130001,78102
TX0130002,78102
TX0140002,76513
TX0140005,76501
TX0140005,76502
TX0140005,76504
TX0140005,76513
TX0140005,76554
TX0140005,76579
TX0140006,76541
TX0140006,76542
TX0140006,76543
TX0140006,76549
TX0140007,76501
TX0140007,76502
TX0140007,76503
TX0140007,76511
TX0140007,76518
TX0140007,76519
TX0140007,76523
TX0140007,76530
TX0140007,76534
TX0140007,76567
TX0140007,76569
TX0140007,76570
TX0140007,76577
TX0140007,76656
TX0140023,76548
TX0140031,76559
TX0140035,76513
TX0140035,76571
TX0140044,76513
TX0140076,76513
TX0140076,76543
TX0140076,76548
TX0140076,76559
TX0140105,76542
TX0140105,76549
TX0140107,76544
TX0140116,76513
TX0140118,76501
TX0140118,76519
TX0140118,76569
TX0140118,76656
TX0150009,78148
TX0150010,78219
TX0150018,78006
TX0150018,78015
TX0150018,78023
TX0150018,78056
TX0150018,78065
TX0150018,78069
TX0150018,78073
TX0150018,78101
TX0150018,78109
TX0150018,78112
TX0150018,78154
TX0150018,78201
TX0150018,78202
TX0150018,78203
TX0150018,78204
TX0150018,78205
TX0150018,78207
TX0150018,78208
TX0150018,78209
TX0150018,78210
TX0150018,78211
TX0150018,78212
TX0150018,78213
TX0150018,78214
TX0150018,78215
TX0150018,78216
TX0150018,78217
TX0150018,78218
TX0150018,78219
TX0150018,78220
TX0150018,78221
TX0150018,78222
TX0150018,78223
TX0150018,78224
TX0150018,78225
TX0150018,78226
TX0150018,78227
TX0150018,78228
TX0150018,78229
TX0150018,78230
TX0150018,78231
TX0150018,78232
TX0150018,78233
TX0150018,78234
TX0150018,78235
TX0150018,78236
TX0150018,78237
TX0150018,78238
TX0150018,78239
TX0150018,78240
